        load_SSE_16B; 0; 64.000, 0.062, 0.000; 1186.424; 2698.263; 1251.058; 1188.905;  20.888 %; 48.787
        load_SSE_32B; 0; 64.000, 0.062, 0.000; 1765.822; 1988.777; 1806.805; 1803.828;   3.188 %; 33.781
        load_SSE_64B; 0; 64.000, 0.062, 0.000; 1193.912; 1284.338; 1216.964; 1197.062;   2.677 %; 50.154
       load_SSE_128B; 0; 64.000, 0.062, 0.000; 1301.217; 1394.958; 1321.877; 1305.530;   2.419 %; 46.173
        load_AVX_32B; 0; 64.000, 0.062, 0.000; 626.747; 738.832; 650.270; 645.279;   4.147 %; 93.861
        load_AVX_64B; 0; 64.000, 0.062, 0.000; 886.104; 1100.561; 907.453; 886.149;   5.485 %; 67.260
       load_AVX_128B; 0; 64.000, 0.062, 0.000; 629.010; 910.647; 675.774; 656.963;  10.883 %; 90.319
       load_AVX_256B; 0; 64.000, 0.062, 0.000; 682.033; 724.043; 689.199; 684.376;   1.970 %; 88.560
