     dotprod_SSE_16B; 2; 640.000, 0.625, 0.001; 47088.159; 53823.112; 47547.021; 47350.895;   2.439 %; 25.674; 3.446
     dotprod_SSE_32B; 3; 640.000, 0.625, 0.001; 28225.534; 29486.616; 28607.051; 28626.140;   1.031 %; 42.671; 11.455
     dotprod_SSE_64B; 4; 640.000, 0.625, 0.001; 29348.948; 30401.944; 29672.132; 29632.715;   0.863 %; 41.140; 22.087
     dotprod_AVX_32B; 1; 640.000, 0.625, 0.001; 23577.152; 24472.376; 23795.428; 23803.290;   0.626 %; 51.300; 6.885
     dotprod_AVX_64B; 2; 640.000, 0.625, 0.001; 22208.858; 22503.793; 22375.163; 22395.523;   0.354 %; 54.556; 14.645
    dotprod_AVX_128B; 2; 640.000, 0.625, 0.001; 22210.165; 23635.662; 22430.768; 22405.120;   1.083 %; 54.421; 29.217
    dotprod_AVX_256B; 3; 640.000, 0.625, 0.001; 22081.314; 22355.135; 22235.476; 22263.378;   0.376 %; 54.899; 58.947
