     ntstore_SSE_16B; 0; 64.000, 0.062, 0.000; 2135.473; 2287.051; 2188.438; 2190.914;   1.958 %; 27.890
     ntstore_SSE_32B; 0; 64.000, 0.062, 0.000; 2100.694; 2167.608; 2115.554; 2103.903;   0.887 %; 28.851
     ntstore_SSE_64B; 0; 64.000, 0.062, 0.000; 2098.757; 2267.274; 2137.000; 2132.704;   1.725 %; 28.561
    ntstore_SSE_128B; 0; 64.000, 0.062, 0.000; 2100.211; 2159.873; 2123.077; 2131.653;   0.943 %; 28.748
     ntstore_AVX_32B; 0; 64.000, 0.062, 0.000; 2070.533; 2236.779; 2186.373; 2186.369;   1.924 %; 27.916
     ntstore_AVX_64B; 0; 64.000, 0.062, 0.000; 2183.371; 2287.530; 2216.619; 2216.877;   1.307 %; 27.535
    ntstore_AVX_128B; 1; 64.000, 0.062, 0.000; 2182.221; 2237.782; 2202.195; 2201.032;   0.810 %; 27.716
    ntstore_AVX_256B; 1; 64.000, 0.062, 0.000; 2182.200; 2290.165; 2217.421; 2216.185;   1.338 %; 27.525
