        copy_SSE_16B; 1; 1024.000
        copy_SSE_32B; 3; 1024.000
        copy_SSE_64B; 4; 1024.000
       copy_SSE_128B; 6; 1024.000
        copy_AVX_32B; 2; 1024.000
        copy_AVX_64B; 3; 1024.000
       copy_AVX_128B; 5; 1024.000
       copy_AVX_256B; 6; 1024.000
