        copy_SSE_16B; 0; 128.000, 0.125, 0.000; 6349.889; 7627.379; 6446.174; 6370.287;   4.715 %; 37.874
        copy_SSE_32B; 0; 128.000, 0.125, 0.000; 5859.388; 5939.693; 5907.911; 5912.202;   0.376 %; 41.324
        copy_SSE_64B; 0; 128.000, 0.125, 0.000; 5478.529; 5587.613; 5526.374; 5528.957;   0.451 %; 44.177
       copy_SSE_128B; 1; 128.000, 0.125, 0.000; 5087.447; 6143.029; 5333.445; 5317.365;   3.296 %; 45.775
        copy_AVX_32B; 0; 128.000, 0.125, 0.000; 3805.495; 4240.699; 3870.372; 3829.347;   2.729 %; 63.079
        copy_AVX_64B; 0; 128.000, 0.125, 0.000; 3866.989; 4209.732; 3913.863; 3890.273;   1.945 %; 62.378
       copy_AVX_128B; 0; 128.000, 0.125, 0.000; 3583.878; 3764.459; 3614.687; 3599.736;   1.151 %; 67.541
       copy_AVX_256B; 0; 128.000, 0.125, 0.000; 3548.822; 3871.370; 3587.980; 3574.662;   1.729 %; 68.044
