       reduc_SSE_16B; 0; 64.000, 0.062, 0.000; 4693.697; 4849.694; 4741.029; 4744.081;   1.027 %; 12.874; 1.728
       reduc_SSE_32B; 0; 64.000, 0.062, 0.000; 2345.992; 2397.605; 2362.776; 2347.809;   0.876 %; 25.832; 6.934
       reduc_SSE_64B; 0; 64.000, 0.062, 0.000; 1193.391; 1341.651; 1220.917; 1198.094;   3.377 %; 49.991; 26.839
      reduc_SSE_128B; 0; 64.000, 0.062, 0.000; 1299.761; 1399.109; 1324.429; 1305.173;   2.487 %; 46.084; 49.482
       reduc_AVX_32B; 0; 64.000, 0.062, 0.000; 2345.981; 2403.928; 2354.246; 2347.756;   0.689 %; 25.926; 3.480
       reduc_AVX_64B; 0; 64.000, 0.062, 0.000; 1173.012; 1250.078; 1175.870; 1173.043;   1.135 %; 51.906; 13.934
      reduc_AVX_128B; 0; 64.000, 0.062, 0.000; 622.137; 679.148; 631.069; 627.985;   1.751 %; 96.717; 51.925
      reduc_AVX_256B; 0; 64.000, 0.062, 0.000; 677.811; 681.047; 679.312; 679.124;   0.124 %; 89.849; 96.474
